"x","y"
71,505
241,551
433,161
81,527
207,553
435,603
281,555
201,578
514,453
141,234
228,604
445,337
255,142
216,569
328,161
430,465
171,96
464,308
425,369
203,135
165,513
275,434
33,459
259,143
230,192
248,543
435,602
230,93
233,373
359,414
228,442
134,389
474,429
103,203
227,438
119,273
92,546
170,96
164,198
100,197
98,170
429,395
332,304
97,555
373,336
295,401
81,124
494,449
306,309
163,200
154,209
412,164
484,464
231,563
147,224
182,573
294,583
348,400
483,228
375,174
146,395
102,202
106,399
167,529
198,10
270,170
99,176
452,464
520,522
96,551
368,445
504,440
116,278
128,387
75,328
107,561
231,440
287,358
18,246
278,162
226,547
13,410
38,469
346,435
169,200
443,375
320,396
240,118
29,327
173,578
323,179
59,360
65,87
24,33
215,569
380,448
267,166
427,288
493,441
79,528
222,66
97,145
292,431
12,410
98,321
439,402
149,218
81,377
86,128
468,426
198,518
49,301
485,407
179,616
100,195
40,48
487,236
444,570
444,297
353,440
318,367
79,240
522,431
68,106
187,543
409,171
32,461
406,444
213,560
27,266
65,98
97,162
126,577
222,515
293,340
355,589
296,327
215,416
212,36
460,299
487,397
162,70
14,243
262,344
257,593
268,342
274,157
433,438
222,194
405,168
153,396
169,542
374,340
340,432
381,312
224,190
112,445
294,431
121,463
407,166
457,568
395,284
61,372
453,342
166,83
224,361
243,442
171,550
56,298
428,447
125,259
167,304
161,204
443,577
282,585
220,151
293,362
166,199
285,163
284,432
383,300
340,433
245,131
214,570
164,81
507,415
180,556
332,307
258,145
142,393
267,343
53,418
150,400
203,554
31,458
387,359
242,552
219,557
516,535
62,98
400,365
221,62
249,137
401,296
198,3
107,294
471,377
451,290
371,317
169,418
410,383
499,282
175,293
400,364
180,284
464,454
423,164
471,190
39,474
94,147
210,264
428,374
60,296
220,442
105,558
83,128
124,530
462,297
122,529
304,183
245,128
281,364
65,489
360,352
364,443
482,230
348,164
447,448
52,64
440,319
65,96
56,386
481,389
400,176
89,353
236,544
242,548
261,146
190,509
276,435
137,348
191,5
241,165
224,534
97,213
333,569
454,170
87,224
113,283
96,223
218,193
352,324
494,258
185,577
257,143
348,395
149,212
187,565
157,63
97,204
227,436
278,586
158,492
206,23
301,361
227,90
207,558
166,204
347,171
437,373
169,556
118,459
229,529
274,427
138,590
26,443
307,309
353,169
248,371
56,302
176,365
399,311
314,180
83,410
475,287
353,170
230,79
254,438
218,535
127,254
183,364
35,283
354,167
239,554
204,364
149,401
464,453
266,437
171,97
470,466
132,584
162,71
316,180
62,288
293,187
446,440
425,421
315,430
14,276
298,583
261,163
465,317
175,565
173,582
381,333
208,510
521,426
167,560
158,65
75,521
461,180
109,168
48,349
382,355
93,383
68,504
216,36
14,414
43,298
311,161
60,358
418,163
239,538
278,434
414,169
25,436
356,590
56,349
235,375
90,132
410,314
163,209
82,128
146,340
372,407
313,180
88,232
302,581
275,552
289,360
107,295
98,154
161,201
229,523
478,316
483,219
152,327
328,178
174,597
182,556
151,400
245,441
286,408
122,534
71,392
476,466
396,442
199,134
45,59
218,150
433,587
144,218
275,554
275,583
355,424
197,434
231,194
241,597
398,425
397,430
438,419
522,428
314,566
225,70
86,534
340,386
352,288
251,137
340,361
149,484
49,353
175,551
133,473
168,87
528,489
58,309
258,546
56,394
145,396
93,134
496,395
379,452
117,392
210,32
494,287
336,175
218,522
168,535
451,465
272,159
205,555
346,359
96,224
235,365
130,577
64,86
13,245
386,451
212,29
464,291
148,601
22,32
74,254
283,367
48,62
212,192
125,385
244,418
467,336
513,534
94,548
142,221
72,317
201,552
13,418
372,331
494,389
57,351
86,129
117,459
400,318
204,576
245,367
77,111
180,557
424,416
57,308
420,161
464,455
438,465
199,582
410,164
211,22
162,74
219,43
328,176
76,517
48,343
168,364
314,315
361,441
438,324
75,115
177,564
231,439
121,531
278,165
68,508
445,463
72,116
117,548
426,159
355,171
445,298
259,144
308,583
60,299
451,339
24,258
336,167
232,157
225,74
221,567
515,420
252,548
137,235
253,166
222,360
262,190
484,233
226,525
221,526
247,194
463,380
87,383
498,270
70,503
241,538
313,323
299,342
71,386
510,540
129,389
153,400
60,308
87,421
218,552
269,167
68,105
227,389
442,313
124,260
488,387
180,567
194,570
149,399
247,545
408,164
391,170
525,436
153,212
212,40
88,351
452,172
69,104
485,405
195,11
385,404
380,601
200,11
190,580
101,159
269,340
99,392
167,559
383,438
166,560
275,432
482,393
237,439
429,165
195,433
59,494
197,573
94,142
69,508
76,335
481,292
43,408
139,390
95,393
450,349
388,399
165,419
193,6
510,456
113,449
367,439
314,364
223,60
299,580
412,163
253,539
522,506
18,249
425,162
37,468
368,395
178,423
396,452
199,190
495,287
107,438
66,92
70,504
255,542
175,572
311,584
497,402
310,420
500,432
218,47
388,172
254,349
82,381
400,295
291,322
484,405
220,443
206,192
467,190
100,553
493,289
112,289
453,571
379,171
71,509
60,86
303,332
139,230
225,69
411,163
191,523
132,583
341,165
129,575
189,503
172,554
192,567
201,572
280,397
249,165
348,587
239,536
83,125
155,550
41,288
385,369
409,390
218,510
365,391
339,395
192,192
286,187
327,166
359,300
400,421
175,574
84,125
202,134
502,463
80,346
148,212
57,493
209,595
333,175
57,353
171,203
333,367
129,370
226,562
136,240
127,390
339,164
19,422
232,526
437,167
491,252
207,16
93,215
167,302
195,5
427,164
211,607
429,333
97,553
509,554
354,441
234,359
87,135
129,392
485,236
130,395
478,439
74,110
225,543
374,441
240,552
223,398
232,540
477,203
79,343
350,409
182,289
159,206
222,191
236,368
54,69
502,465
469,391
419,373
219,554
439,414
463,305
458,180
317,364
143,553
487,237
499,468
354,171
228,550
94,150
189,569
418,605
71,103
266,164
435,464
118,461
30,445
405,172
439,604
15,422
253,549
504,458
151,328
190,569
508,456
101,558
87,223
250,549
41,472
317,165
129,574
424,308
357,418
154,206
20,429
421,417
89,346
203,140
434,388
193,5
443,333
408,443
160,528
338,174
230,530
456,428
385,329
119,462
449,167
226,74
88,386
399,361
369,431
128,388
439,162
169,539
171,544
103,557
406,602
429,558
201,507
270,155
152,544
279,163
371,384
490,246
227,257
500,548
173,97
147,366
66,494
238,113
318,401
112,451
486,466
211,24
215,608
183,576
465,446
391,383
217,406
93,338
516,422
211,27
90,236
436,427
314,586
449,168
257,547
252,593
82,127
424,603
286,585
416,293
196,584
180,558
107,562
121,523
518,452
271,554
391,434
29,449
71,109
271,359
224,516
46,480
230,442
413,301
170,616
262,405
110,289
479,448
148,394
364,439
285,430
334,316
54,303
239,163
100,174
166,303
380,370
100,173
52,422
118,275
61,307
298,362
453,565
80,125
429,603
324,177
364,294
21,259
35,462
52,480
518,447
47,479
61,295
390,609
210,19
44,295
160,534
342,172
81,117
391,281
313,585
180,194
500,282
358,439
225,81
314,326
16,281
225,515
349,174
396,364
92,149
412,168
267,436
52,397
203,509
133,39
230,440
325,378
437,162
60,356
306,163
275,161
327,567
411,424
70,379
373,345
464,289
266,415
274,360
120,530
213,574
255,139
158,316
134,370
483,429
43,477
120,273
308,184
215,420
431,601
109,445
199,571
340,435
166,82
486,289
88,223
305,185
250,135
374,335
371,342
81,242
74,511
56,491
452,598
264,438
260,170
454,345
300,362
427,447
228,540
77,112
441,347
31,440
322,394
40,54
419,370
274,160
241,554
231,546
420,460
99,189
465,181
216,442
236,366
58,388
137,237
185,567
494,567
97,323
270,157
329,178
182,572
177,616
342,360
98,555
112,288
220,57
404,456
66,495
268,553
171,594
335,225
267,540
242,355
140,392
43,368
462,181
39,294
512,415
335,408
174,293
528,449
363,432
64,271
227,544
118,564
56,387
453,384
456,429
29,274
359,304
69,315
232,568
310,163
88,128
166,207
375,423
435,400
244,130
249,560
55,71
410,418
417,164
229,561
81,237
222,566
91,136
173,614
381,367
221,551
307,183
487,465
180,289
56,488
156,206
144,398
56,76
475,465
379,451
235,110
467,409
368,594
242,129
372,170
88,383
297,185
199,7
322,423
83,364
198,0
43,400
200,504
500,409
114,282
436,464
59,311
292,188
232,435
257,592
457,552
44,369
148,217
333,377
205,146
84,535
291,321
250,190
367,284
117,568
175,296
210,595
60,82
444,290
296,318
450,565
298,334
67,104
53,431
206,511
146,216
96,206
267,547
233,95
301,424
520,521
211,571
87,125
480,324
240,433
182,427
60,76
159,561
227,68
86,227
340,362
178,194
331,164
349,588
176,550
494,262
54,391
217,555
188,134
152,220
53,401
320,164
264,169
60,77
213,609
120,565
159,549
27,441
442,418
445,169
167,202
38,467
253,137
162,203
152,215
493,453
469,429
345,173
234,559
183,556
392,451
439,576
202,438
347,167
468,187
43,383
417,167
46,298
465,315
313,429
98,205
429,288
446,432
313,326
421,604
177,548
215,410
380,418
170,559
352,171
331,302
188,570
85,522
215,568
190,570
248,428
126,387
356,440
158,216
214,144
201,577
132,372
439,413
184,193
106,306
100,176
128,552
435,161
87,397
42,51
231,86
115,456
164,208
170,571
212,509
245,440
232,195
162,549
237,359
88,381
77,522
244,256
83,124
98,201
163,78
459,373
207,12
169,107
345,436
448,292
172,543
241,127
484,230
314,181
178,549
363,376
300,430
295,185
322,181
100,177
233,102
76,520
217,423
418,320
261,346
414,442
36,463
152,212
105,436
113,392
397,172
9,236
54,397
469,192
52,69
251,546
42,475
44,57
123,526
443,306
218,556
272,157
239,558
444,464
6,397
371,314
226,76
205,552
105,559
469,396
108,166
65,314
423,310
459,371
42,400
121,389
24,436
434,434
496,454
208,554
443,292
377,337
460,374
442,574
389,360
111,450
403,454
453,171
172,541
42,478
154,216
216,53
179,290
66,360
201,570
482,289
262,435
430,385
467,436
141,222
305,403
234,192
154,544
96,139
389,607
55,443
395,454
493,425
39,468
500,406
162,539
93,545
81,120
529,458
226,550
217,508
191,551
251,136
72,388
239,555
265,413
230,159
207,595
280,188
231,561
467,433
485,288
315,423
146,396
244,366
196,2
430,335
441,551
207,509
364,375
142,223
223,527
65,270
189,126
454,433
232,374
312,312
234,599
226,156
347,177
78,344
472,423
44,481
96,553
198,9
29,326
124,571
96,325
91,134
408,170
170,88
28,444
508,423
130,572
373,342
83,417
177,365
453,467
395,299
334,411
206,363
97,167
99,170
376,283
171,197
190,503
158,70
222,152
494,464
419,286
326,419
480,468
288,165
122,463
314,344
469,424
84,365
212,364
59,359
444,334
147,482
461,183
208,23
272,417
176,420
484,318
415,387
209,503
467,399
174,200
365,284
392,413
93,392
282,555
61,79
212,146
38,295
305,312
484,407
249,351
70,271
106,558
133,581
480,389
87,127
337,163
127,259
85,408
425,159
268,417
77,324
489,384
468,427
200,17
283,162
375,347
219,512
335,406
334,377
31,323
418,299
161,205
232,358
204,10
224,360
319,365
143,400
178,555
232,545
180,574
439,579
228,192
163,210
282,399
471,191
349,411
36,285
479,206
241,546
376,447
484,430
185,120
83,370
66,93
194,5
96,194
227,551
171,364
294,400
51,424
55,72
227,560
113,280
276,355
100,150
489,427
250,543
32,41
386,356
23,435
43,399
269,358
394,609
297,331
442,572
174,553
400,294
357,170
72,512
124,519
328,336
271,335
262,408
465,394
47,348
373,172
500,467
397,170
268,190
168,303
365,346
499,452
150,398
212,523
97,147
374,445
205,24
115,278
350,407
17,298
526,443
202,556
126,542
129,255
402,444
170,197
333,307
165,535
148,602
111,288
307,562
204,13
441,165
186,527
371,595
432,304
146,212
234,544
365,170
232,439
94,381
63,94
482,291
381,311
382,601
227,83
147,600
236,165
430,296
473,287
15,243
489,426
256,169
345,589
215,155
226,191
240,600
308,160
49,481
250,594
176,555
166,307
467,401
505,534
267,437
229,91
371,341
86,533
522,508
350,414
150,55
65,102
486,402
481,212
142,231
157,319
450,442
428,438
437,375
158,64
132,389
495,286
75,323
186,613
362,171
134,243
422,324
486,232
116,550
366,284
188,194
397,178
155,490
229,89
311,308
96,150
435,463
194,277
220,55
383,168
111,284
268,156
178,557
322,299
233,91
198,519
30,442
166,203
89,544
109,169
313,415
339,393
176,574
447,350
222,606
521,517
398,174
168,537
298,345
163,365
314,304
413,385
308,410
168,301
443,466
205,611
347,163
492,419
148,226
256,168
147,227
181,582
252,193
98,384
45,478
290,554
243,126
47,337
