"x","y"
26,21
61,51
164,91
125,146
60,49
130,146
116,49
71,73
95,144
119,145
106,121
112,93
73,110
144,52
161,79
165,64
110,27
74,69
91,138
68,138
120,60
75,148
167,45
53,42
80,69
41,40
107,80
84,102
77,59
154,24
142,58
48,35
100,138
41,34
37,45
155,45
50,20
33,93
30,34
87,36
85,56
159,14
120,13
148,95
143,21
97,152
81,102
105,151
79,149
33,39
94,117
85,86
113,94
95,39
90,45
82,150
74,6
127,13
68,51
85,53
152,87
76,49
89,107
71,49
156,92
83,130
130,17
104,56
160,106
76,103
94,36
141,58
74,21
171,9
113,60
143,99
22,32
147,43
116,85
84,121
142,118
48,129
167,90
103,77
28,51
89,138
28,50
18,8
153,77
117,16
60,128
30,26
100,65
72,13
85,30
131,138
40,100
131,48
153,17
89,145
24,40
109,62
70,132
71,45
136,26
84,144
81,57
145,57
57,60
165,30
98,22
146,89
136,48
80,14
105,93
82,72
40,53
20,55
99,96
73,145
88,82
48,26
137,10
99,135
41,37
57,9
133,121
145,76
166,14
126,131
34,33
158,37
111,24
110,143
77,88
145,43
160,81
78,76
112,34
51,60
117,56
22,27
40,31
63,142
77,24
83,148
124,132
99,91
101,31
99,21
93,104
159,26
160,38
154,117
48,136
113,133
167,8
70,53
126,39
143,90
39,96
62,145
19,44
62,131
115,43
139,113
146,29
66,133
38,52
23,74
158,51
136,58
169,47
70,5
47,130
64,34
149,87
74,112
114,8
110,79
98,121
83,132
149,93
119,62
102,138
32,51
149,61
144,85
159,53
138,22
64,142
166,91
136,47
94,50
146,59
160,18
141,81
151,20
115,2
70,149
71,31
144,33
53,13
88,125
147,31
85,64
77,103
21,20
139,42
114,27
139,126
128,34
43,100
79,71
90,130
56,45
88,107
153,64
29,34
165,19
128,2
124,122
159,79
113,88
52,54
25,42
112,36
108,134
130,51
170,11
149,81
54,140
63,128
153,52
84,141
169,51
62,40
49,87
77,68
148,72
110,90
162,55
40,91
73,16
56,62
84,93
24,8
44,63
133,14
116,26
163,13
19,33
112,42
44,49
166,53
134,65
138,63
84,90
89,108
148,49
111,123
139,22
39,77
44,131
144,130
54,26
111,60
120,123
64,121
69,2
164,15
17,1
94,87
76,66
122,133
79,73
161,62
67,24
103,137
89,118
157,93
77,38
86,67
66,0
48,28
112,20
86,49
145,131
149,22
104,102
143,27
53,52
132,57
142,27
134,141
105,15
91,38
21,31
142,80
70,42
101,149
133,61
100,128
59,21
139,38
93,116
117,36
108,148
145,30
164,39
19,47
115,6
41,84
129,43
40,87
71,11
132,10
96,126
120,129
73,105
51,28
23,33
129,41
43,42
113,45
173,18
34,57
67,22
79,134
71,54
161,72
99,128
77,112
73,7
86,117
45,26
117,40
144,42
144,108
69,133
67,47
60,35
37,28
39,93
44,28
82,48
77,72
35,48
105,27
31,95
149,57
86,36
82,29
104,148
83,56
110,39
63,7
115,133
62,146
96,128
150,69
117,45
89,49
127,1
154,16
128,123
141,70
24,78
106,90
89,52
93,58
162,22
33,19
131,32
82,81
136,45
81,137
74,125
146,88
74,142
161,48
135,136
95,130
46,17
95,143
147,47
61,32
139,13
83,43
74,147
57,21
98,148
103,133
117,25
40,102
36,23
151,53
89,31
85,116
120,43
90,29
166,89
99,85
92,25
31,97
143,128
88,15
140,104
89,94
98,89
80,90
41,58
141,103
106,19
143,117
92,91
22,71
44,24
151,24
163,99
79,122
33,41
58,137
101,59
147,68
89,127
151,58
172,12
125,37
107,136
92,124
147,98
155,14
138,55
62,136
39,123
75,29
125,14
90,134
90,94
85,120
157,81
25,68
49,32
76,101
145,31
57,18
109,34
84,15
150,85
114,44
75,138
97,20
171,11
21,2
66,30
148,106
94,108
57,24
97,61
161,34
157,100
77,70
20,31
163,7
106,134
98,15
103,145
165,62
81,128
95,127
46,87
103,87
32,19
95,137
79,49
18,38
93,114
36,100
72,106
74,115
69,116
141,74
132,28
85,91
78,39
31,19
131,30
144,93
41,95
150,72
43,55
84,26
56,35
76,65
57,40
94,91
149,31
95,25
143,132
149,100
30,86
42,94
151,68
167,6
23,48
119,24
64,136
132,60
97,58
157,24
76,128
136,134
37,43
156,42
36,119
24,7
64,123
158,26
32,87
142,44
23,79
109,85
122,5
67,8
106,94
107,42
65,18
161,40
168,2
21,74
30,80
135,53
72,136
48,50
75,14
109,60
167,79
106,150
48,58
90,71
99,92
93,147
79,132
77,109
51,129
32,29
123,17
89,40
114,94
125,25
80,148
112,47
139,139
131,55
152,91
107,28
86,52
149,110
38,78
114,126
104,16
22,53
127,47
41,126
27,68
98,93
136,46
168,19
89,112
46,97
75,71
75,23
21,65
162,31
29,28
104,52
88,116
127,35
166,32
68,121
139,28
100,18
54,37
80,48
44,25
155,97
129,37
105,79
65,14
26,16
56,122
161,61
122,34
145,115
110,82
61,59
77,130
69,69
164,59
151,31
32,100
55,53
113,34
81,56
145,89
35,15
80,15
101,80
107,137
18,36
29,42
64,52
71,116
129,26
141,78
91,84
161,38
25,10
46,135
71,139
74,107
93,136
159,87
91,115
169,11
55,25
154,113
136,39
119,28
108,151
21,26
64,126
111,31
55,57
113,56
24,89
40,58
62,49
69,70
119,138
97,126
25,83
160,59
164,16
112,53
90,115
156,82
131,121
90,23
129,3
80,17
151,70
88,48
35,46
59,63
82,89
112,49
103,17
105,80
81,79
131,120
23,65
82,9
153,54
97,65
134,35
162,102
77,147
56,24
44,62
69,71
66,147
161,52
154,61
126,14
28,11
119,123
35,98
127,18
151,94
42,97
27,13
27,64
111,46
67,137
51,30
146,55
143,80
116,6
87,128
159,113
58,54
106,89
100,68
97,83
119,59
88,113
24,80
113,87
129,38
86,125
59,61
140,20
53,48
95,111
66,23
154,121
96,35
46,50
92,63
151,46
109,14
61,140
170,59
162,72
154,112
152,42
148,117
75,53
127,122
82,60
29,32
101,84
94,37
48,33
141,137
160,101
57,51
55,36
102,136
136,133
78,5
62,31
52,10
72,51
76,57
26,46
61,46
66,37
89,20
92,14
126,12
152,37
102,135
53,16
127,43
50,44
34,36
154,55
131,7
121,46
90,46
109,125
154,40
142,93
155,70
50,15
147,50
142,60
167,16
166,5
100,88
97,121
109,55
171,17
137,17
17,15
19,41
104,40
86,58
112,128
107,93
57,22
89,71
141,52
62,123
65,59
161,56
147,109
150,71
102,31
105,21
18,3
25,67
85,48
150,54
114,52
59,28
74,76
158,101
163,34
140,133
152,26
133,44
71,14
75,143
85,131
81,125
105,60
38,44
23,44
119,135
85,34
114,43
67,19
148,107
102,131
145,92
130,2
106,84
69,124
83,137
166,36
138,47
89,36
47,21
72,4
111,63
143,63
130,59
70,14
32,21
106,16
168,8
48,83
110,43
48,134
96,75
31,48
143,101
84,40
98,51
91,96
118,25
50,12
56,52
87,78
141,62
26,61
104,48
161,12
145,98
105,102
137,56
151,51
114,17
40,23
158,66
43,81
55,129
42,81
126,133
43,30
165,45
152,112
132,142
135,59
161,37
52,125
90,114
133,18
149,85
166,83
92,60
92,51
69,14
165,42
40,93
45,83
158,19
64,59
127,40
137,126
42,83
110,33
92,117
146,42
42,34
35,122
76,28
108,52
60,32
127,17
83,10
51,47
110,34
123,127
95,42
25,70
38,102
113,89
27,84
77,101
129,57
106,139
104,144
94,77
59,37
113,127
103,86
90,77
60,63
83,82
24,21
43,27
50,123
108,64
127,33
116,28
69,48
140,126
112,96
103,42
49,48
156,91
111,9
94,20
146,21
60,16
173,9
97,40
84,137
102,141
124,42
64,35
100,145
111,133
159,96
19,10
79,118
160,65
142,116
115,84
77,123
97,114
67,126
117,23
168,67
53,60
74,84
103,41
33,56
21,40
19,23
137,140
169,7
155,30
141,83
151,121
135,63
59,131
99,137
123,32
117,51
57,55
77,145
38,64
160,107
92,121
156,38
146,77
131,130
57,25
106,86
166,27
72,79
132,63
156,109
53,53
39,35
76,9
96,49
169,42
117,62
62,9
42,63
84,81
127,24
69,134
77,41
76,5
105,83
155,91
79,69
62,7
56,128
102,94
61,139
117,139
62,126
41,57
106,56
29,70
36,97
80,46
76,150
146,50
84,65
52,18
43,51
154,116
75,136
110,61
147,74
127,2
168,36
96,83
85,121
73,75
48,60
60,31
22,58
105,127
147,114
132,144
108,76
160,84
34,43
38,15
79,117
143,118
97,141
70,26
74,79
71,24
82,52
123,52
85,126
23,45
125,26
41,62
96,72
160,24
63,127
113,52
82,96
101,140
36,59
166,63
136,59
24,24
143,19
146,56
153,32
86,86
165,54
152,124
157,110
83,60
163,75
84,10
97,142
106,37
67,58
51,124
93,18
96,125
127,32
64,10
146,58
37,61
135,138
148,47
50,59
68,129
45,96
155,102
18,10
81,152
154,97
113,61
110,25
128,145
90,148
80,38
69,28
94,61
68,54
127,31
72,151
135,142
52,40
143,15
87,13
172,5
45,87
81,33
142,76
95,95
73,11
108,24
88,104
79,33
145,47
128,41
100,46
34,94
48,92
172,25
42,128
84,36
66,122
80,79
143,73
138,19
112,23
75,9
140,39
121,50
30,18
160,72
85,129
162,39
29,43
124,2
121,16
23,41
84,98
110,62
34,80
44,84
84,135
76,39
101,148
28,92
153,62
70,23
118,20
137,14
52,137
132,143
159,11
82,90
108,61
65,38
103,90
54,17
117,48
24,17
93,107
55,34
30,20
75,82
55,32
74,27
91,141
128,46
38,43
85,88
161,54
73,146
144,125
94,139
74,124
104,25
104,131
155,37
163,58
63,38
38,53
74,136
47,28
155,112
48,29
171,21
71,66
62,26
72,42
93,78
39,63
131,58
164,34
170,34
24,28
121,54
149,72
92,102
28,27
69,118
24,16
41,96
95,73
78,85
89,51
106,55
58,46
142,15
70,67
159,65
144,15
152,15
48,25
21,1
81,72
111,151
93,133
80,93
29,81
82,102
148,116
50,132
98,146
164,88
34,83
91,23
95,64
41,27
157,49
95,113
167,3
156,53
75,5
157,38
135,36
39,125
163,64
36,47
162,82
76,138
46,79
28,42
147,14
169,38
76,75
160,58
25,17
76,7
150,113
160,30
23,63
76,131
151,26
60,45
149,84
96,56
46,52
73,18
78,79
161,75
97,139
55,29
170,63
167,44
93,37
166,81
170,39
86,61
68,36
134,8
52,131
100,147
148,79
100,16
154,17
87,92
158,32
50,55
139,24
132,47
125,50
107,151
75,33
109,77
48,19
91,125
89,68
159,68
153,72
29,55
83,100
61,53
107,84
91,32
147,102
95,140
148,128
91,121
113,59
127,144
156,46
74,89
100,81
82,37
157,51
76,21
36,50
110,122
148,62
97,122
60,143
118,36
53,54
98,141
170,49
83,54
44,46
32,44
40,52
118,125
135,52
105,149
128,144
162,68
146,101
79,55
155,33
75,86
66,25
25,72
169,69
77,50
22,15
158,16
38,101
48,95
111,22
140,24
143,70
109,124
31,82
99,20
45,92
102,146
166,80
42,86
81,58
32,79
55,52
72,115
91,104
31,89
138,36
78,47
75,27
163,52
132,33
84,58
23,7
119,29
89,86
77,124
66,125
43,92
99,28
23,64
61,41
100,140
59,125
40,48
118,30
100,63
77,11
104,127
171,8
104,143
40,42
100,93
71,15
142,49
40,25
58,14
120,138
134,128
33,87
110,98
43,93
37,40
128,32
24,27
78,88
62,140
82,70
156,99
65,129
93,67
129,31
102,12
123,38
145,14
75,61
60,123
79,15
108,51
162,11
97,84
84,77
78,69
143,42
57,63
106,136
83,88
28,37
30,88
104,29
98,85
110,58
161,69
154,71
98,139
27,76
114,4
87,25
42,16
107,38
65,29
94,152
72,131
102,154
169,64
64,141
146,31
150,57
150,115
20,58
60,20
86,25
58,12
99,125
95,131
146,119
89,57
131,133
103,141
102,65
22,42
71,75
150,39
144,122
135,23
119,36
57,6
47,81
78,111
81,31
44,52
28,85
131,135
165,51
84,84
51,43
87,117
24,13
83,111
71,39
108,142
68,18
172,36
142,79
83,133
135,69
87,32
152,68
25,40
26,48
78,32
129,60
105,31
140,68
50,18
90,121
88,25
80,95
129,143
168,68
79,76
26,34
91,71
74,120
58,45
142,40
37,38
97,134
142,65
118,34
135,130
31,81
56,137
147,93
67,138
135,44
78,146
170,16
162,24
94,121
43,132
94,113
96,121
135,135
152,122
68,17
150,53
157,73
77,111
109,146
35,50
129,136
128,30
93,17
142,122
170,64
25,58
54,141
